Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Publication.Date,Total.number.of.passengers,Total.fatal.or.serious.injuries,Likelihood.of.serious.or.fatal.injury,Is.aircraft.destroyed,Make.model,Weather.Condition.missingness
20001214X42478,Incident,LAX83IA149A,1983-03-18,"LOS ANGELES, CA",United States,Incident,Minor,Airplane,9VSQQ,Boeing,747,No,4,Turbo Fan,Part 129: Foreign,Missing/Unknown,0,0,0,588,VMC,04-12-2014,588,0,0.0,False,Boeing/747,False
20001214X42331,Accident,ATL83FA140,1983-03-20,"CROSSVILLE, TN",United States,Fatal(1),Destroyed,Airplane,N9600W,Piper,pa-28-140,No,1,Reciprocating,Part 91: General Aviation,Personal,1,1,0,1,IMC,02-05-2011,3,2,0.6666666666666666,True,Piper/pa-28-140,False
20001214X42672,Accident,FTW83LA177,1983-04-02,"MCKINNEY, TX",United States,Fatal(1),Missing/Unknown,Airplane,N927BA,De Havilland,dhc-6,No,2,Turbo Prop,Part 91: General Aviation,Skydiving,1,0,0,4,VMC,17-10-2016,5,1,0.2,False,De Havilland/dhc-6,False
20001214X45013,Incident,CHI84IA041,1983-11-08,"CHICAGO, IL",United States,Incident,Minor,Airplane,N898AA,Boeing,727-200,No,3,Turbo Fan,Part 121: Air Carrier,Missing/Unknown,0,0,0,100,VMC,11-06-2018,100,0,0.0,False,Boeing/727-200,False
20001214X45188,Accident,NYC84LA028,1983-11-13,"MARTHA'S VINEYARD, MA",United States,Non-Fatal,Substantial,Airplane,N1882D,Beech,c35,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,1,VMC,05-05-2011,1,0,0.0,False,Beech/c35,False
20001214X45339,Accident,LAX84LA110,1983-12-22,"SANTA ROSA ISLAND, CA",United States,Non-Fatal,Substantial,Airplane,N2697K,Cessna,180k,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,1,VMC,01-02-2016,1,0,0.0,False,Cessna/180k,False
20001214X38957,Accident,ATL84LA120,1984-03-14,"MYRTLE BEACH, SC",United States,Non-Fatal,Substantial,Airplane,N7994R,Beech,99,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Missing/Unknown,0,0,0,1,VMC,24-09-2018,1,0,0.0,False,Beech/99,False
20001214X40033,Accident,MIA84LA182,1984-06-11,"FT. LAUDERDALE, FL",United States,Non-Fatal,Substantial,Airplane,N29994,Piper,pa-23-250,No,2,Reciprocating,Part 91: General Aviation,Personal,0,0,0,4,VMC,13-09-2011,4,0,0.0,False,Piper/pa-23-250,False
20001214X40407,Accident,MKC84FA197,1984-07-03,"WRIGHT, AR",United States,Fatal(1),Destroyed,Airplane,N4025,Piper,pa-18-150,No,1,Reciprocating,Part 137: Agricultural,Aerial Application,1,0,0,1,VMC,15-12-2009,2,1,0.5,True,Piper/pa-18-150,False
20001214X41647,Accident,MKC85LA019,1984-11-09,"JUNCTION CITY, KS",United States,Non-Fatal,Substantial,Airplane,N13030,Cessna,r172e,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,1,VMC,02-05-2011,1,0,0.0,False,Cessna/r172e,False
20001214X41706,Accident,ATL85FA072,1984-12-30,"DUBLIN, VA",United States,Fatal(1),Destroyed,Airplane,N4963D,Cessna,182a,No,1,Reciprocating,Part 91: General Aviation,Skydiving,1,0,0,1,VMC,17-10-2016,2,1,0.5,True,Cessna/182a,False
20001214X35509,Accident,DEN85LA064,1985-01-14,"WAPITI, WY",United States,Non-Fatal,Destroyed,Airplane,N759WB,Cessna,182q,No,1,Reciprocating,Part 91: General Aviation,Personal,0,1,1,1,VMC,12-01-2016,3,1,0.3333333333333333,True,Cessna/182q,False
20001214X36510,Accident,LAX85LA257,1985-05-13,"MESA, AZ",United States,Non-Fatal,Destroyed,Airplane,N4661V,Cessna,t303,No,2,Reciprocating,Part 91: General Aviation,Positioning,0,1,0,1,VMC,03-08-2011,2,1,0.5,True,Cessna/t303,False
20001214X36887,Accident,NYC85FA145B,1985-06-11,"BELMAR, NJ",United States,Fatal(1),Destroyed,Airplane,N4956B,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,Instructional,1,1,4,1,VMC,08-04-2013,7,2,0.2857142857142857,True,Cessna/152,False
20001214X37356,Incident,ATL85IA251,1985-08-16,"HILTON HEAD, SC",United States,Incident,Substantial,Airplane,N2624D,Cessna,441,No,2,Turbo Prop,Part 91: General Aviation,Business,0,0,0,4,VMC,26-07-2011,4,0,0.0,False,Cessna/441,False
20001214X37718,Accident,ATL85MA286,1985-09-29,"JENKINSBURG, GA",United States,Fatal(17),Destroyed,Airplane,N551CC,Cessna,208,No,1,Turbo Prop,Part 91: General Aviation,Skydiving,17,0,0,1,VMC,17-10-2016,18,17,0.9444444444444444,True,Cessna/208,False
20001213X33306,Accident,LAX86LA166,1986-04-08,"MESA, AZ",United States,Non-Fatal,Substantial,Airplane,N3872E,Piper,pa-23-250,No,2,Reciprocating,Part 91: General Aviation,Personal,0,0,0,2,VMC,03-08-2011,2,0,0.0,False,Piper/pa-23-250,False
20001213X33276,Accident,FTW86FA066B,1986-04-15,"HANKAMER, TX",United States,Fatal(2),Destroyed,Airplane,N8696H,Grumman,g164a,No,1,Reciprocating,Part 137: Agricultural,Aerial Application,2,0,0,1,VMC,08-04-2013,3,2,0.6666666666666666,True,Grumman/g164a,False
20001213X33276,Accident,FTW86FA066A,1986-04-15,"HANKAMER, TX",United States,Fatal(2),Destroyed,Airplane,N8751H,Grumman,g164a,No,1,Reciprocating,Part 137: Agricultural,Aerial Application,2,0,0,1,VMC,08-04-2013,3,2,0.6666666666666666,True,Grumman/g164a,False
20001213X33697,Accident,SEA86FA121B,1986-05-19,"MEAD, WA",United States,Fatal(2),Destroyed,Airplane,N8267Q,Cessna,tu206f,No,1,Reciprocating,Part 91: General Aviation,Skydiving,2,0,1,1,VMC,17-10-2016,4,2,0.5,True,Cessna/tu206f,False
20001213X33697,Accident,SEA86FA121A,1986-05-19,"MEAD, WA",United States,Fatal(2),Destroyed,Airplane,N6161M,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,Instructional,2,0,1,1,VMC,17-10-2016,4,2,0.5,True,Cessna/152,False
20001213X33489,Incident,BFO86IA031B,1986-05-30,"CALVERTON, NY",United States,Incident,Missing/Unknown,Airplane,USN,Grumman,f-14a,No,2,Turbo Jet,Part 91: General Aviation,Public Aircraft,0,0,0,69,VMC,09-10-2018,69,0,0.0,False,Grumman/f-14a,False
20001213X30060,Accident,DCA87MA018B,1987-01-15,"KEARNS, UT",United States,Fatal(10),Destroyed,Airplane,N6485U,Mooney,m-20c,No,1,Reciprocating,Part 91: General Aviation,Instructional,10,0,0,1,VMC,10-07-2019,11,10,0.9090909090909091,True,Mooney/m-20c,False
20001213X30244,Accident,FTW87RA066,1987-02-14,"DURANGO, Mexico",Mexico,Fatal(1),Missing/Unknown,Airplane,N712PC,Boeing,707-323b,No,4,Turbo Jet,Part 121: Air Carrier,Missing/Unknown,1,0,3,131,UNK,07-02-1995,135,1,0.007407407407407408,False,Boeing/707-323b,False
20001213X30820,Accident,SEA87LA072,1987-04-02,"JEAN, NV",United States,Non-Fatal,Substantial,Airplane,N5916H,Piper,pa 16,No,1,Missing/Unknown,Part 91: General Aviation,Personal,0,0,0,1,VMC,10-04-2014,1,0,0.0,False,Piper/pa 16,False
20001213X25245,Accident,DCA88WA048,1988-03-27,"OXFORD, United Kingdom",United Kingdom,Fatal(1),Destroyed,Airplane,N91590,Piper,pa-38,No,0,Missing/Unknown,"Non-U.S., Non-Commercial",Instructional,1,0,0,1,UNK,,2,1,0.5,True,Piper/pa-38,False
20001213X25425,Accident,CHI88FA091,1988-04-05,"ST. PAUL, MN",United States,Non-Fatal,Substantial,Airplane,N181LL,Beech,b90,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Missing/Unknown,0,0,0,5,IMC,02-05-2011,5,0,0.0,False,Beech/b90,False
20001213X25535,Accident,MIA88WA161,1988-04-16,"San Jose, Costa Rica",Costa Rica,Non-Fatal,Missing/Unknown,Airplane,N510EA,Boeing,757-225,No,2,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,1,0,192,UNK,06-02-1995,193,1,0.0051813471502590676,False,Boeing/757-225,False
20001213X25661,Incident,DCA88IA056,1988-05-02,"NR TOKYO, Japan",Japan,Incident,Minor,Airplane,N157UA,Boeing,747-123,No,4,Turbo Fan,Part 121: Air Carrier,Missing/Unknown,0,0,0,258,VMC,02-02-2016,258,0,0.0,False,Boeing/747-123,False
20001213X26456,Accident,BFO88LA070,1988-08-01,"SELBYVILLE, DE",United States,Non-Fatal,Substantial,Airplane,N5682G,Cessna,150k,No,1,Reciprocating,Part 91: General Aviation,Missing/Unknown,0,0,0,1,VMC,02-06-2009,1,0,0.0,False,Cessna/150k,False
20001213X26459,Accident,BFO88LA073,1988-08-07,"RACINE, WV",United States,Non-Fatal,Substantial,Airplane,N4873T,Piper,pa-28-180,No,1,Reciprocating,Part 91: General Aviation,Ferry,0,0,1,1,VMC,02-05-2011,2,0,0.0,False,Piper/pa-28-180,False
20001213X27446,Accident,LAX89LA068,1988-12-23,"Midway Islands, PO",United States,Non-Fatal,Missing/Unknown,Airplane,N146UA,Boeing,747sp-21,No,4,Turbo Fan,Part 121: Air Carrier,Missing/Unknown,0,1,1,220,UNK,02-02-2016,222,1,0.0045045045045045045,False,Boeing/747sp-21,False
20001213X27392,Accident,CHI89FA035,1988-12-24,"MADISON, IN",United States,Fatal(2),Destroyed,Airplane,N5121J,Cessna,310r,No,2,Reciprocating,Part 91: General Aviation,Positioning,2,0,0,1,VMC,04-09-2012,3,2,0.6666666666666666,True,Cessna/310r,False
20001213X28167,Accident,MKC89FA099,1989-04-27,"AINSWORTH, NE",United States,Fatal(3),Destroyed,Airplane,N20BS,Maule,m-5,No,1,Reciprocating,Part 91: General Aviation,Other Work Use,3,0,0,1,IMC,17-08-2012,4,3,0.75,True,Maule/m-5,False
20001213X28620,Accident,MIA89LA175,1989-06-15,"MIRAMAR, FL",United States,Non-Fatal,Substantial,Airplane,N732AG,Cessna,210l,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,3,1,VMC,15-11-2010,4,0,0.0,False,Cessna/210l,False
20001213X28927,Accident,MKC89LA151,1989-07-03,"MORRILTON, AR",United States,Non-Fatal,Substantial,Airplane,N1414N,Piper,"j3 ""cub""",No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,1,1,VMC,02-05-2011,2,0,0.0,False,"Piper/j3 ""cub""",False
20001213X28948,Accident,NYC89FA177B,1989-07-30,"SALISBURY TWP, PA",United States,Fatal(7),Destroyed,Airplane,N2639G,Cessna,182b,No,1,Reciprocating,Part 91: General Aviation,Other Work Use,7,0,0,1,VMC,17-10-2016,8,7,0.875,True,Cessna/182b,False
20001213X28948,Accident,NYC89FA177A,1989-07-30,"SALISBURY TWP, PA",United States,Fatal(7),Destroyed,Airplane,N2063V,Beech,a36,No,1,Reciprocating,Part 91: General Aviation,Skydiving,7,0,0,1,VMC,17-10-2016,8,7,0.875,True,Beech/a36,False
20001213X28746,Accident,BFO89LA066,1989-07-30,"WILLIAMSBURG, VA",United States,Non-Fatal,Substantial,Airplane,N4022R,Piper,pa-32-300,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,4,VMC,24-04-2013,4,0,0.0,False,Piper/pa-32-300,False
20001213X29904,Accident,ATL90FA040A,1989-12-17,"CINCINNATI, OH",United States,Fatal(1),Substantial,Airplane,N8940T,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,Missing/Unknown,1,0,1,1,VMC,11-12-2012,3,1,0.3333333333333333,False,Cessna/182,False
20001212X22492,Accident,NYC90LA058,1990-01-28,"ROXBURY, ME",United States,Non-Fatal,Destroyed,Airplane,N44068,Taylorcraft,bc12d,No,1,Missing/Unknown,Part 91: General Aviation,Personal,0,0,0,2,VMC,01-02-2016,2,0,0.0,True,Taylorcraft/bc12d,False
20001212X22480,Accident,NYC90FA061,1990-01-29,"WILLISTON, VT",United States,Fatal(2),Destroyed,Airplane,N4688B,Cessna,208b,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,Missing/Unknown,2,0,0,1,IMC,01-02-2016,3,2,0.6666666666666666,True,Cessna/208b,False
20001212X22619,Accident,NYC90FA063,1990-02-01,"FAIRFIELD, CT",United States,Fatal(1),Destroyed,Airplane,N83253,Piper,pa-28-181,No,1,Reciprocating,Part 91: General Aviation,Personal,1,0,0,1,VMC,01-02-2016,2,1,0.5,True,Piper/pa-28-181,False
20001212X22649,Accident,ANC90LA043,1990-03-16,"SULATNA CROSS, AK",United States,Non-Fatal,Substantial,Airplane,N4659C,Cessna,170b,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,2,VMC,01-07-2009,2,0,0.0,False,Cessna/170b,False
20001212X22846,Accident,ATL90FA095B,1990-04-09,"GADSDEN, AL",United States,Fatal(2),Destroyed,Airplane,N99501,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,Missing/Unknown,2,0,0,7,VMC,17-11-2009,9,2,0.2222222222222222,True,Cessna/172,False
20001212X22846,Accident,ATL90FA095A,1990-04-09,"GADSDEN, AL",United States,Fatal(2),Substantial,Airplane,N217AS,Embraer,emb-120,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Missing/Unknown,2,0,0,7,VMC,17-11-2009,9,2,0.2222222222222222,False,Embraer/emb-120,False
20001212X22966,Accident,MIA90FA105,1990-04-16,"FORT LAUDERDALE, FL",United States,Non-Fatal,Substantial,Airplane,N64CZ,Embraer,emb-110,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Missing/Unknown,0,0,0,8,VMC,17-11-2009,8,0,0.0,False,Embraer/emb-110,False
20001212X22992,Accident,MKC90LA087,1990-04-17,"SALINA, KS",United States,Non-Fatal,Substantial,Airplane,N714EB,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,Instructional,0,0,0,2,VMC,02-05-2011,2,0,0.0,False,Cessna/150,False
20001212X22890,Accident,DCA90WA430,1990-04-30,"MOOSONEE, Canada",Canada,Fatal(1),Destroyed,Airplane,,Beech,c99 airliner,No,2,Missing/Unknown,Part 129: Foreign,Missing/Unknown,1,3,0,1,UNK,02-06-1998,5,4,0.8,True,Beech/c99 airliner,False
20001212X23574,Accident,ANC90LA112,1990-07-05,"COLDFOOT, AK",United States,Fatal(1),Destroyed,Airplane,N6374J,Piper,pa-28-180,No,1,Reciprocating,Part 91: General Aviation,Business,1,1,0,0,VMC,19-03-2009,2,2,1.0,True,Piper/pa-28-180,False
20001212X23773,Accident,MKC90LA146,1990-07-12,"WICHITA, KS",United States,Non-Fatal,Substantial,Airplane,N7295F,Piper,pa-28-140,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,2,1,VMC,02-05-2011,3,0,0.0,False,Piper/pa-28-140,False
20001212X23667,Accident,DCA90WA049,1990-07-27,"BHARU, Malaysia",Malaysia,Non-Fatal,Missing/Unknown,Airplane,N108WA,Mcdonnell Douglas,dc-10-30,No,0,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,1,3,3,UNK,07-02-1995,7,1,0.14285714285714285,False,Mcdonnell Douglas/dc-10-30,False
20001212X24345,Accident,NYC90FA220,1990-09-14,"PLAIN CITY, OH",United States,Fatal(2),Destroyed,Airplane,N95644,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,Personal,2,0,0,1,IMC,01-02-2016,3,2,0.6666666666666666,True,Cessna/152,False
20001212X24349,Accident,NYC90FA227,1990-09-23,"ELIOT, ME",United States,Fatal(4),Destroyed,Airplane,N8664P,Piper,pa-24-260,No,1,Reciprocating,Part 91: General Aviation,Personal,4,0,0,1,VMC,01-02-2016,5,4,0.8,True,Piper/pa-24-260,False
20001212X24393,Accident,ANC91LA002,1990-10-06,"KOYUKTOLIK, AK",United States,Non-Fatal,Substantial,Airplane,N2525Z,Cessna,185b,No,1,Reciprocating,Part 135: Air Taxi & Commuter,Missing/Unknown,0,0,0,1,VMC,23-09-2019,1,0,0.0,False,Cessna/185b,False
20001212X24604,Accident,DEN91LA018,1990-11-07,"ABILENE, TX",United States,Non-Fatal,Substantial,Airplane,N6078Y,Piper,pa-23-250,No,2,Reciprocating,Part 91: General Aviation,Personal,0,0,0,3,IMC,02-05-2011,3,0,0.0,False,Piper/pa-23-250,False
20001212X24613,Accident,FTW91FA017,1990-11-23,"ENGLAND, AR",United States,Fatal(1),Destroyed,Airplane,N811J,Beech,b55,No,2,Reciprocating,Part 91: General Aviation,Personal,1,0,0,1,VMC,22-03-2011,2,1,0.5,True,Beech/b55,False
20001212X24824,Accident,SEA91LA034,1990-12-15,"SNOHOMISH, WA",United States,Fatal(1),Substantial,Airplane,N833Q,Beech,d50c,No,2,Reciprocating,Part 91: General Aviation,Skydiving,1,0,1,4,VMC,17-10-2016,6,1,0.16666666666666666,False,Beech/d50c,False
20001212X24816,Accident,SEA91FA038,1990-12-31,"ESTACADA, OR",United States,Fatal(2),Substantial,Airplane,N7288E,Cessna,182b,No,1,Reciprocating,Part 91: General Aviation,Skydiving,2,1,1,1,VMC,26-10-2016,5,3,0.6,False,Cessna/182b,False
20001212X16387,Accident,SEA91TA03,1991-01-25,"PINEDALE, WY",United States,Non-Fatal,Substantial,Airplane,N8372Z,Piper,pa-34,No,0,Missing/Unknown,Public Aircraft,Public Aircraft,0,0,0,1,UNK,31-01-2018,1,0,0.0,False,Piper/pa-34,False
20001212X16418,Accident,CHI91FA088B,1991-02-03,"OSCEOLA, WI",United States,Fatal(7),Destroyed,Airplane,N6384A,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,Skydiving,7,0,0,1,VMC,17-10-2016,8,7,0.875,True,Cessna/182,False
20001212X16418,Accident,CHI91FA088A,1991-02-03,"OSCEOLA, WI",United States,Fatal(7),Destroyed,Airplane,N4676R,Piper,pa-28-140,No,1,Reciprocating,Part 91: General Aviation,Instructional,7,0,0,1,VMC,17-10-2016,8,7,0.875,True,Piper/pa-28-140,False
20001212X16415,Accident,CHI91DCJ01,1991-02-24,"WESTERN, NE",United States,Fatal(1),Destroyed,Airplane,N738LL,Cessna,172n,No,1,Reciprocating,Part 91: General Aviation,Personal,1,0,0,1,IMC,17-08-2012,2,1,0.5,True,Cessna/172n,False
20001212X16539,Accident,ATL91FA067,1991-03-18,"HAMILTON, NC",United States,Fatal(2),Destroyed,Airplane,N2871H,Piper,pa-28-201t,No,1,Reciprocating,Part 91: General Aviation,Business,2,0,0,1,IMC,02-10-2009,3,2,0.6666666666666666,True,Piper/pa-28-201t,False
20001212X17360,Incident,NYC91IA137,1991-06-06,"BOSTON, MA",United States,Incident,Minor,Airplane,N750UA,Boeing,727-214,No,3,Turbo Fan,Part 121: Air Carrier,Missing/Unknown,0,0,0,156,VMC,05-09-2018,156,0,0.0,False,Boeing/727-214,False
20001212X17597,Accident,LAX91LA306,1991-07-11,"WAILUA, HI",United States,Fatal(1),Substantial,Airplane,N9022T,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,Skydiving,1,0,0,4,VMC,17-10-2016,5,1,0.2,False,Cessna/182,False
20001212X17738,Accident,ANC91LA117,1991-08-07,"SEWARD, AK",United States,Non-Fatal,Substantial,Airplane,N8684V,Bellanca,7gcbc,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,1,1,VMC,19-03-2009,2,0,0.0,False,Bellanca/7gcbc,False
20001212X17742,Accident,ANC91LA121,1991-08-09,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,N2370H,Piper,pa-18,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,1,VMC,19-03-2009,1,0,0.0,False,Piper/pa-18,False
20001212X18014,Accident,ANC91LA155,1991-09-19,"EAGLE, AK",United States,Non-Fatal,Substantial,Airplane,N4894A,Piper,pa-18-150,No,1,Reciprocating,Part 135: Air Taxi & Commuter,Missing/Unknown,0,0,0,1,VMC,09-12-2011,1,0,0.0,False,Piper/pa-18-150,False
20001212X18289,Accident,FTW92FA014,1991-10-27,"MARBLE FALLS, TX",United States,Fatal(2),Destroyed,Airplane,N7246H,Beech,a36,No,1,Reciprocating,Part 91: General Aviation,Personal,2,0,0,1,VMC,25-01-2011,3,2,0.6666666666666666,True,Beech/a36,False
20001212X18454,Accident,FTW92LA028,1991-11-29,"LAS CRUCES, NM",United States,Non-Fatal,Substantial,Airplane,N1906N,Cessna,120,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,0,1,VMC,19-12-2013,1,0,0.0,False,Cessna/120,False
20001212X18577,Incident,CHI92RA060,1991-12-12,"NAKINA, Canada",Canada,Incident,Minor,Airplane,N475EV,Boeing,b-747-121,No,0,Missing/Unknown,Part 121: Air Carrier,Missing/Unknown,0,0,0,1,VMC,05-08-1996,1,0,0.0,False,Boeing/b-747-121,False
20001212X18531,Accident,ANC92FA083,1991-12-13,"NINILCHIK, AK",United States,Fatal(1),Destroyed,Airplane,N307SC,Piper,"pa-31t3, t1040",No,2,Turbo Prop,Part 135: Air Taxi & Commuter,Missing/Unknown,1,0,0,1,IMC,09-12-2011,2,1,0.5,True,"Piper/pa-31t3, t1040",False
20001212X18613,Accident,LAX92FA065,1991-12-20,"FLAGSTAFF, AZ",United States,Fatal(2),Destroyed,Airplane,N766BA,Beech,58p,No,2,Reciprocating,Part 91: General Aviation,Business,2,0,0,1,IMC,21-04-2016,3,2,0.6666666666666666,True,Beech/58p,False
20001211X14468,Accident,LAX92MA183,1992-04-22,"PERRIS, CA",United States,Fatal(16),Destroyed,Airplane,N141PV,De Havilland,dhc-6-200,No,2,Turbo Prop,Part 91: General Aviation,Skydiving,16,6,0,1,VMC,17-10-2016,23,22,0.9565217391304348,True,De Havilland/dhc-6-200,False
20001211X15678,Accident,DCA92MA048,1992-09-07,"HINCKLEY, IL",United States,Fatal(12),Destroyed,Airplane,N3657G,Beech,c-45h,No,2,Reciprocating,Part 91: General Aviation,Skydiving,12,0,0,1,VMC,17-10-2016,13,12,0.9230769230769231,True,Beech/c-45h,False
20001211X16223,Accident,NYC93LA041,1992-12-13,"LONDONDERRY, NH",United States,Non-Fatal,Substantial,Airplane,N210PQ,Cessna,t210,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,1,1,VMC,02-05-2011,2,0,0.0,False,Cessna/t210,False
20001211X16199,Accident,LAX93WA090,1992-12-29,"LORETO, MEXICO",Mexico,Non-Fatal,Substantial,Airplane,N4506X,Piper,pa-34-200,No,0,Missing/Unknown,Part 91: General Aviation,Personal,0,0,0,2,VMC,05-08-1996,2,0,0.0,False,Piper/pa-34-200,False
20001211X12054,Accident,ANC93FA054,1993-04-23,"KASHWITNA, AK",United States,Fatal(2),Destroyed,Airplane,N3741Z,Piper,pa-18-150,No,1,Reciprocating,Part 91: General Aviation,Business,2,0,0,1,VMC,17-08-2012,3,2,0.6666666666666666,True,Piper/pa-18-150,False
20001211X13214,Accident,NYC93FA154,1993-08-14,"EAST MORICHES, NY",United States,Fatal(1),Destroyed,Airplane,N5010D,Cessna,182a,No,1,Reciprocating,Part 91: General Aviation,Skydiving,1,4,0,1,VMC,17-10-2016,6,5,0.8333333333333334,True,Cessna/182a,False
20001211X13180,Accident,LAX93LA329,1993-08-18,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,Destroyed,Airplane,N1232H,Piper,pa-34-220,No,1,Reciprocating,Part 91: General Aviation,Ferry,0,0,0,1,VMC,23-03-2016,1,0,0.0,True,Piper/pa-34-220,False
20001211X13402,Accident,FTW93LA257,1993-09-04,"FENTRESS, TX",United States,Fatal(1),Minor,Airplane,N125MB,Beech,c-45h,No,2,Reciprocating,Part 91: General Aviation,Skydiving,1,0,0,10,VMC,17-10-2016,11,1,0.09090909090909091,False,Beech/c-45h,False
20001211X13354,Accident,BFO93LA184,1993-09-25,"EMPORIA, VA",United States,Non-Fatal,Substantial,Airplane,N9841L,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,Aerial Observation,0,0,0,2,VMC,28-12-2010,2,0,0.0,False,Cessna/172,False
20001211X13771,Accident,LAX94WA053,1993-11-13,"MULEGE, MEXICO",Mexico,Non-Fatal,Substantial,Airplane,N6879J,Piper,pa-32r-300,No,1,Reciprocating,Part 91: General Aviation,Personal,0,1,3,1,VMC,05-05-1994,5,1,0.2,False,Piper/pa-32r-300,False
20001211X13695,Accident,BFO94FA021,1993-11-28,"BUTLER, PA",United States,Fatal(1),Destroyed,Airplane,N707JS,Piper,pa32r-301,No,1,Reciprocating,Part 91: General Aviation,Personal,1,0,0,1,IMC,01-02-2016,2,1,0.5,True,Piper/pa32r-301,False
20001211X13814,Accident,ANC94LA026,1993-12-12,"PORT LIONS, AK",United States,Non-Fatal,Substantial,Airplane,N43527,Piper,pa-32,No,1,Reciprocating,Part 135: Air Taxi & Commuter,Missing/Unknown,0,0,0,5,VMC,19-03-2009,5,0,0.0,False,Piper/pa-32,False
20001206X00618,Accident,FTW94FA060B,1994-01-02,"PEARLAND, TX",United States,Fatal(5),Destroyed,Airplane,N739TL,Cessna,172n,No,1,Reciprocating,Part 91: General Aviation,Instructional,5,0,0,1,VMC,12-04-2016,6,5,0.8333333333333334,True,Cessna/172n,False
20001206X00742,Accident,DCA94WA036,1994-02-22,"ROSKILDE, DENMARK",Denmark,Non-Fatal,Substantial,Airplane,N8149S,Beech,2000 (starship),No,1,Missing/Unknown,"Non-U.S., Non-Commercial",Business,0,0,0,6,UNK,,6,0,0.0,False,Beech/2000 (starship),False
20001206X01822,Accident,NYC94FA128,1994-07-16,"TREMONT CITY, OH",United States,Fatal(4),Destroyed,Airplane,N1124V,Cessna,k172r,No,1,Reciprocating,Part 91: General Aviation,Skydiving,4,0,0,1,VMC,17-10-2016,5,4,0.8,True,Cessna/k172r,False
20001206X02019,Accident,CHI94LA298,1994-08-25,"CENTRALIA, IL",United States,Non-Fatal,Substantial,Airplane,N6307S,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,Personal,0,0,1,1,VMC,02-05-2011,2,0,0.0,False,Cessna/150,False
20001206X01926,Accident,ANC94LA126,1994-08-31,"CAPE SABINE, AK",United States,Non-Fatal,Substantial,Airplane,N9825F,Cessna,208,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,Missing/Unknown,0,0,0,2,VMC,17-11-2009,2,0,0.0,False,Cessna/208,False
20001206X02310,Accident,LAX94WA373,1994-09-14,"PRINCE GEORGE, CANADA",Canada,Non-Fatal,Substantial,Airplane,N1869J,Piper,pa-28-140,No,1,Missing/Unknown,Part 91: General Aviation,Personal,0,0,0,1,VMC,06-10-1994,1,0,0.0,False,Piper/pa-28-140,False
20001206X02325,Accident,MIA94WA215,1994-09-20,"LONG ISLAND, BAHAMAS",Bahamas,Non-Fatal,Substantial,Airplane,N8374Y,Piper,pa32r-301t,No,1,Missing/Unknown,Part 91: General Aviation,Personal,0,0,0,6,VMC,,6,0,0.0,False,Piper/pa32r-301t,False
20001206X02234,Accident,DCA94WA077,1994-09-23,"WESTMAN ISLES, Iceland",Iceland,Fatal(2),Destroyed,Airplane,N9082N,Aero Commander,500s,No,1,Missing/Unknown,"Non-U.S., Commercial",Missing/Unknown,2,0,0,1,UNK,,3,2,0.6666666666666666,True,Aero Commander/500s,False
