Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Publication.Date,Total.number.of.passengers,Total.fatal.or.serious.injuries,Likelihood.of.serious.or.fatal.injury,Is.aircraft.destroyed,Make.model,Weather.Condition.missingness
20150302X02845,Accident,CEN15LA157,2015-02-27,"Frankenmuth, MI",United States,Non-Fatal,Substantial,Airplane,N2837R,Piper,pa 28r-200,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa 28r-200,False
20150303X30828,Accident,ERA15LA142,2015-02-27,"Jacksonville, FL",United States,Non-Fatal,Substantial,Airplane,N2122K,Piper,pa28,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa28,False
20150304X33517,Accident,CEN15WA161,2015-02-28,"Ljubljana, Moste, Slovenia",Slovenia,Non-Fatal,Substantial,Airplane,S5-DJW,Cirrus,sr22,No,1,Reciprocating,UNK,Missing/Unknown,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cirrus/sr22,False
20150303X32311,Accident,ERA15CA143,2015-03-01,"Clermont, FL",United States,Non-Fatal,Substantial,Airplane,N717ML,Piper,j3c 65,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/j3c 65,False
20150309X93405,Accident,CEN15CA165,2015-03-01,"Lee's Summit, MO",United States,Non-Fatal,Substantial,Airplane,N3575X,Piper,pa 28-181,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa 28-181,False
20150311X53257,Accident,ANC15CA013,2015-03-01,"Cordova, AK",United States,Non-Fatal,Substantial,Airplane,N4449P,Stinson,108,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Stinson/108,False
20150330X72852,Accident,WPR15LA137,2015-03-01,"Redmond, OR",United States,Non-Fatal,Substantial,Airplane,N9133G,Piper,pa 46-310p,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa 46-310p,False
20150302X72957,Accident,CEN15CA158,2015-03-02,"Kansas City, MO",United States,Non-Fatal,Substantial,Airplane,N1513J,Piper,pa 28-140,No,1,Reciprocating,091,Personal,0,1,0,1,VMC,25-09-2020,2,1,0.5,False,Piper/pa 28-140,False
20150309X60611,Accident,ERA15CA148,2015-03-02,"Murfreesboro, TN",United States,Non-Fatal,Substantial,Airplane,N37WP,Piper,pa 18,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa 18,False
20150305X32341,Accident,ERA15LA145,2015-03-03,"Venice, FL",United States,Non-Fatal,Substantial,Airplane,N498TC,Cessna,152,No,1,Reciprocating,091,Instructional,0,1,0,1,VMC,25-09-2020,2,1,0.5,False,Cessna/152,False
20150304X81814,Accident,ERA15FA144,2015-03-04,"Norfolk, VA",United States,Fatal,Substantial,Airplane,N66BB,Mooney,m20f,No,1,Reciprocating,091,Personal,3,0,0,0,IMC,25-09-2020,3,3,1.0,False,Mooney/m20f,False
20150313X90544,Accident,ERA15CA154,2015-03-04,"Monroe, NC",United States,Non-Fatal,Substantial,Airplane,N50NH,Beech,58,No,2,Reciprocating,091,Business,0,0,0,4,IMC,25-09-2020,4,0,0.0,False,Beech/58,False
20160114X55003,Accident,CEN15WA450,2015-03-04,"Witzenhausen, Germany, Germany",Germany,Fatal,Substantial,Airplane,D-ERIF,Piper,pa28,No,1,Missing/Unknown,,Missing/Unknown,1,0,0,0,VMC,25-09-2020,1,1,1.0,False,Piper/pa28,False
20150311X25947,Accident,GAA15CA006,2015-03-05,"Upland, CA",United States,Non-Fatal,Substantial,Airplane,N8905R,Champion,7ec,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Champion/7ec,False
20150308X30905,Accident,WPR15LA126,2015-03-07,"Merced, CA",United States,Non-Fatal,Substantial,Airplane,N5385Y,Piper,pa 18-150,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa 18-150,False
20150310X83524,Accident,ERA15CA150,2015-03-07,"Richmond, VA",United States,Non-Fatal,Substantial,Airplane,N144ME,Cessna,172s,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172s,False
20150323X10450,Accident,CEN15LA177,2015-03-07,"St Jacob, IL",United States,Non-Fatal,Substantial,Airplane,N87EV,Ercoupe,415 c,No,1,Reciprocating,091,Ferry,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Ercoupe/415 c,False
20150308X14509,Accident,ERA15FA147,2015-03-08,"KOSCIUSKO, MS",United States,Fatal,Substantial,Airplane,N7698S,Bellanca,8kcab,No,1,Reciprocating,091,Personal,2,0,0,0,VMC,25-09-2020,2,2,1.0,False,Bellanca/8kcab,False
20150311X13853,Accident,ERA15CA153,2015-03-08,"Newport, RI",United States,Non-Fatal,Substantial,Airplane,N65645,Cessna,172p,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172p,False
20150313X83817,Accident,ANC15CA014,2015-03-08,"Talkeetna, AK",United States,Non-Fatal,Substantial,Airplane,N5348T,Piper,pa18 - 150,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa18 - 150,False
20150326X05304,Accident,GAA15CA021,2015-03-08,"Ramona, CA",United States,Non-Fatal,Substantial,Airplane,N2030M,Cessna,182m,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/182m,False
20150310X12746,Accident,ERA15LA151,2015-03-09,"San Juan, PR",United States,Non-Fatal,Substantial,Airplane,N1153P,Piper,pa23,No,2,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa23,False
20150310X20438,Accident,GAA15CA004,2015-03-09,"Hurricane, UT",United States,Non-Fatal,Substantial,Airplane,N949WB,Cirrus Design Corp,sr22,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cirrus Design Corp/sr22,False
20150310X74323,Accident,ERA15LA149,2015-03-09,"Fort Myers, FL",United States,Fatal,Substantial,Airplane,N6514P,Piper,pa-24-250,No,1,Reciprocating,091,Personal,1,0,1,0,VMC,25-09-2020,2,1,0.5,False,Piper/pa-24-250,False
20150325X72946,Accident,GAA15LA019,2015-03-09,"Garrison, IA",United States,Non-Fatal,Substantial,Airplane,N83643,Aeronca,7ac,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Aeronca/7ac,False
20150311X10126,Accident,ERA15CA152,2015-03-10,"Waycross, GA",United States,Non-Fatal,Substantial,Airplane,N42667,Cessna,182l,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/182l,False
20150311X21724,Accident,GAA15CA005,2015-03-10,"Muskegon, MI",United States,Non-Fatal,Substantial,Airplane,N12155,Cessna,208b,No,1,Turbo Prop,135,Missing/Unknown,0,0,0,1,IMC,25-09-2020,1,0,0.0,False,Cessna/208b,False
20150312X61444,Accident,CEN15LA170,2015-03-10,"Oregon, MO",United States,Non-Fatal,Substantial,Airplane,N55000,Maule,m 7-260c,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Maule/m 7-260c,False
20150316X21312,Accident,CEN15LA172,2015-03-11,"Osage Beach, MO",United States,Non-Fatal,Substantial,Airplane,N774TA,Beech,b19,No,1,Reciprocating,091,Personal,0,2,1,0,VMC,25-09-2020,3,2,0.6666666666666666,False,Beech/b19,False
20150316X61908,Accident,GAA15CA008,2015-03-12,"Palmetto, FL",United States,Non-Fatal,Substantial,Airplane,N170TW,Cessna,170a,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/170a,False
20150319X52552,Accident,ERA15CA162,2015-03-12,"St Marys, PA",United States,Non-Fatal,Substantial,Airplane,N7772J,Boeing,a75n1(pt17),No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Boeing/a75n1(pt17),False
20150323X05503,Accident,CEN15WA176,2015-03-12,"Lancashire, United Kingdom",United Kingdom,Non-Fatal,Substantial,Airplane,G-OOMC,Beech,390,No,1,Missing/Unknown,,Missing/Unknown,0,0,0,4,VMC,25-09-2020,4,0,0.0,False,Beech/390,False
20150316X42223,Accident,GAA15CA007,2015-03-13,"Afton, WY",United States,Non-Fatal,Substantial,Airplane,C-FTAD,Aviat,a1 - b,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Aviat/a1 - b,False
20150314X74553,Incident,DCA15IA089,2015-03-14,"Chicago, IL",United States,Non-Fatal,Minor,Airplane,N157GJ,Bombardier Inc,cl 600 2c10,No,2,Turbo Fan,121,Missing/Unknown,0,0,0,41,VMC,24-02-2021,41,0,0.0,False,Bombardier Inc/cl 600 2c10,False
20150318X84028,Accident,ERA15WA159,2015-03-15,"Macas, Spain",Spain,Fatal,Destroyed,Airplane,HC-CNC,Piper,pa-34-200t,No,1,Reciprocating,NUSC,Missing/Unknown,1,0,0,0,UNK,25-09-2020,1,1,1.0,True,Piper/pa-34-200t,False
20150319X04425,Accident,ERA15LA160,2015-03-15,"Williamson, GA",United States,Non-Fatal,Substantial,Airplane,N8452X,Cessna,172c,No,1,Reciprocating,091,Personal,0,1,0,1,VMC,25-09-2020,2,1,0.5,False,Cessna/172c,False
20150317X53153,Accident,GAA15CA009,2015-03-16,"JUDA, WI",United States,Non-Fatal,Substantial,Airplane,N6700D,Beech,76,No,2,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Beech/76,False
20150321X24500,Accident,GAA15CA011,2015-03-16,"Boulder, CO",United States,Non-Fatal,Substantial,Airplane,N4785F,Piper,pa18 - 150,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa18 - 150,False
20150402X10229,Accident,GAA15CA031,2015-03-16,"Easton, MD",United States,Non-Fatal,Substantial,Airplane,N2026V,Cessna,140,No,1,Reciprocating,091,Personal,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/140,False
20150318X00901,Accident,CEN15FA174,2015-03-17,"El Paso, TX",United States,Fatal,Destroyed,Airplane,N735KF,Cessna,182q,No,1,Reciprocating,091,Aerial Observation,1,0,0,0,IMC,25-09-2020,1,1,1.0,True,Cessna/182q,False
20150319X74007,Accident,CEN15LA175,2015-03-17,"New Roads, LA",United States,Non-Fatal,Substantial,Airplane,N9755,Grumman Acft Eng Cor-Schweizer,g 164a,No,1,Missing/Unknown,137,Aerial Application,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Grumman Acft Eng Cor-Schweizer/g 164a,False
20150323X60117,Accident,CEN15WA178,2015-03-17,"Sudbury, Canada",Canada,Fatal,Substantial,Airplane,C-GDWA,Piper,pa32rt - 300t,No,1,Missing/Unknown,NUSN,Missing/Unknown,3,0,0,0,VMC,25-09-2020,3,3,1.0,False,Piper/pa32rt - 300t,False
20150327X81708,Accident,GAA15CA022,2015-03-17,"New Market, IN",United States,Non-Fatal,Substantial,Airplane,N900TM,Beech,a36,No,1,Reciprocating,091,Ferry,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Beech/a36,False
20150324X54610,Accident,GAA15CA017,2015-03-18,"Greensboro, NC",United States,Non-Fatal,Substantial,Airplane,N43MT,American Champion Aircraft,7gcaa,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,American Champion Aircraft/7gcaa,False
20150322X11754,Accident,GAA15CA012,2015-03-19,"Midland, TX",United States,Non-Fatal,Substantial,Airplane,N2722M,Piper,pa 12,No,1,Reciprocating,091,Personal,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Piper/pa 12,False
20150330X23654,Accident,WPR15LA136,2015-03-19,"Red Bluff, CA",United States,Non-Fatal,Substantial,Airplane,N8403Y,Piper,pa30 - no series,No,2,Reciprocating,091,Personal,0,3,1,0,VMC,25-09-2020,4,3,0.75,False,Piper/pa30 - no series,False
20150320X15605,Accident,ERA15RA163,2015-03-19,"Punta del Este, Uruguay",Uruguay,Fatal,Destroyed,Airplane,LV-CEO,Beech,b90,No,2,Turbo Prop,NUSC,Missing/Unknown,10,0,0,0,VMC,25-09-2020,10,10,1.0,True,Beech/b90,False
20150323X84243,Accident,ERA15LA165,2015-03-20,"Masscotte, FL",United States,Non-Fatal,Substantial,Airplane,N8254S,Cessna,150,No,1,Reciprocating,091,Personal,0,0,0,1,IMC,25-09-2020,1,0,0.0,False,Cessna/150,False
20150324X45521,Accident,ERA15WA167,2015-03-20,"Mitu, Colombia",Colombia,Fatal,Substantial,Airplane,HK2327,Cessna,tu206 - g,No,1,Missing/Unknown,NUSC,Missing/Unknown,2,2,0,0,VMC,25-09-2020,4,4,1.0,False,Cessna/tu206 - g,False
20150422X71127,Accident,DCA15CA108,2015-03-20,"Springfield, MO",United States,Non-Fatal,Substantial,Airplane,N625AE,Embraer,emb 145lr,No,2,Turbo Prop,121,Missing/Unknown,0,0,0,53,IMC,25-09-2020,53,0,0.0,False,Embraer/emb 145lr,False
20150515X42939,Accident,GAA15CA072,2015-03-20,"Fuquay-Varina, NC",United States,Non-Fatal,Substantial,Airplane,N840AB,Diamond Aircraft Ind Inc,da40,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Diamond Aircraft Ind Inc/da40,False
20150323X03212,Accident,WPR15LA129,2015-03-21,"St. George, UT",United States,Non-Fatal,Substantial,Airplane,N7770Q,Cessna,310q,No,2,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/310q,False
20150415X54513,Accident,ERA15LA186,2015-03-21,"Woodstock, GA",United States,Non-Fatal,Substantial,Airplane,N8803W,Piper,pa-28-235,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Piper/pa-28-235,False
20150323X10548,Accident,WPR15LA132,2015-03-22,"Flagstaff, AZ",United States,Non-Fatal,Substantial,Airplane,N7628R,Beech,b23,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Beech/b23,False
20150325X24417,Accident,GAA15CA018,2015-03-23,"Camarillo, CA",United States,Non-Fatal,Substantial,Airplane,N2104H,Cessna,172s,No,1,Reciprocating,091,Missing/Unknown,0,0,0,1,UNK,25-09-2020,1,0,0.0,False,Cessna/172s,False
20150325X70035,Accident,CEN15LA180,2015-03-24,"Verdigris, OK",United States,Non-Fatal,Substantial,Airplane,N106BZ,Cessna,208b,No,1,Turbo Prop,091,Flight Test,0,1,0,1,VMC,11-03-2021,2,1,0.5,False,Cessna/208b,False
20150325X74504,Accident,GAA15CA020,2015-03-24,"Flushing, MI",United States,Non-Fatal,Substantial,Airplane,N7987E,Cessna,150,No,1,Reciprocating,091,Personal,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/150,False
20150328X01936,Accident,ERA15CA169,2015-03-24,"Siler City, NC",United States,Non-Fatal,Destroyed,Airplane,N93715,Bellanca,17 31a,No,1,Reciprocating,091,Ferry,0,0,0,1,VMC,25-09-2020,1,0,0.0,True,Bellanca/17 31a,False
20150504X31324,Accident,CEN15LA215,2015-03-24,"Circleville, TX",United States,Non-Fatal,Substantial,Airplane,N8282L,Cessna,172 - h,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/172 - h,False
20150405X51624,Incident,DCA15WA103,2015-03-25,"Tarapoto, Peru",Peru,,Missing/Unknown,Airplane,OB-1851,Boeing,737,No,1,Missing/Unknown,,Missing/Unknown,0,0,0,0,VMC,25-09-2020,0,0,0.0,False,Boeing/737,False
20150518X25621,Incident,ENG15WA021,2015-03-25,"Oslo, Norway",Norway,,Missing/Unknown,Airplane,LN-RPA,Boeing,737 - 683,No,2,Missing/Unknown,,Missing/Unknown,0,0,0,0,UNK,25-09-2020,0,0,0.0,False,Boeing/737 - 683,False
20150326X93558,Accident,WPR15FA135,2015-03-26,"Townsend, MT",United States,Fatal,Substantial,Airplane,C-GAUS,Piper,pa32r - 301,No,1,Reciprocating,091,Personal,1,0,1,0,IMC,25-09-2020,2,1,0.5,False,Piper/pa32r - 301,False
20150330X92930,Accident,CEN15LA182,2015-03-26,"Levelland, TX",United States,Non-Fatal,Substantial,Airplane,N136DB,Air Tractor Inc,at 400,No,1,Turbo Prop,091,Flight Test,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Air Tractor Inc/at 400,False
20150401X03618,Accident,GAA15CA030,2015-03-26,"Fort Meade, MD",United States,Non-Fatal,Substantial,Airplane,N7889N,Cessna,r172e,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/r172e,False
20150330X02514,Accident,GAA15CA023,2015-03-27,"Ropesville, TX",United States,Non-Fatal,Substantial,Airplane,N20062,Air Tractor Inc,at 602,No,1,Turbo Prop,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Air Tractor Inc/at 602,False
20150421X52252,Accident,CEN15LA206,2015-03-27,"Stephenville, TX",United States,Non-Fatal,Substantial,Airplane,N9284,Piper,pa 32r-301t,No,1,Reciprocating,091,Personal,0,0,2,0,VMC,25-09-2020,2,0,0.0,False,Piper/pa 32r-301t,False
20150327X35752,Accident,CEN15FA181,2015-03-28,"Pine River, MN",United States,Fatal,Substantial,Airplane,N30341,Piper,j-4a,No,1,Reciprocating,091,Personal,2,0,0,0,VMC,25-09-2020,2,2,1.0,False,Piper/j-4a,False
20150330X53104,Accident,CEN15CA184,2015-03-28,"Burdett, KS",United States,Non-Fatal,Substantial,Airplane,N2093J,Cessna,t188c,No,1,Turbo Prop,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/t188c,False
20150330X82810,Accident,GAA15CA026,2015-03-28,"Vernal, UT",United States,Non-Fatal,Substantial,Airplane,N2168D,Cessna,172s,No,1,Reciprocating,091,Instructional,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/172s,False
20150329X15652,Accident,ERA15FA170,2015-03-29,"Orange, VA",United States,Fatal,Substantial,Airplane,N32396,Piper,pa-28-140,No,1,Reciprocating,091,Instructional,1,0,0,0,VMC,25-09-2020,1,1,1.0,False,Piper/pa-28-140,False
20150330X24438,Accident,CEN15LA183,2015-03-29,"Gordonville, TX",United States,Non-Fatal,Substantial,Airplane,N80462,Beech,35,No,1,Reciprocating,091,Personal,0,2,2,0,VMC,25-09-2020,4,2,0.5,False,Beech/35,False
20150330X64758,Accident,ERA15FA171,2015-03-29,"West Chester, PA",United States,Fatal,Destroyed,Airplane,N6842W,Piper,pa28,No,1,Reciprocating,091,Personal,2,0,0,0,VMC,25-09-2020,2,2,1.0,True,Piper/pa28,False
20150626X41040,Accident,ENG15WA026,2015-03-29,"Halifax, Canada",Canada,Non-Fatal,Substantial,Airplane,C-FTJP,Airbus,a320 - 211,No,2,Turbo Fan,,Missing/Unknown,0,28,0,110,UNK,25-09-2020,138,28,0.2028985507246377,False,Airbus/a320 - 211,False
20150331X20505,Accident,WPR15LA139,2015-03-30,"Tucson, AZ",United States,Non-Fatal,Substantial,Airplane,N112F,Beech,h35,No,1,Reciprocating,091,Personal,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Beech/h35,False
20150331X34709,Accident,ANC15CA016,2015-03-31,"Wasilla, AK",United States,Non-Fatal,Substantial,Airplane,N4582C,Cessna,170b,No,1,Reciprocating,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/170b,False
20150407X04922,Accident,ANC15CA019,2015-04-01,"Palmer, AK",United States,Non-Fatal,Substantial,Airplane,N3885Q,Cessna,a185f,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/a185f,False
20160125X83526,Accident,DCA15WA211,2015-04-01,"Penja, Cameroon",Cameroon,Non-Fatal,Substantial,Airplane,TJ-AII,Ayres,s2r,No,1,Missing/Unknown,NUSC,Missing/Unknown,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Ayres/s2r,False
20150403X02544,Accident,CEN15FA189,2015-04-02,"Batesville, AR",United States,Fatal,Destroyed,Airplane,N65463,Cessna,152,No,1,Reciprocating,091,Instructional,1,0,0,0,VMC,25-09-2020,1,1,1.0,True,Cessna/152,False
20150414X53832,Accident,GAA15CA041,2015-04-03,"Fort Myers, FL",United States,Non-Fatal,Substantial,Airplane,N9490X,Cessna,182r,No,1,Reciprocating,091,Personal,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Cessna/182r,False
20150406X41451,Accident,ERA15CA176,2015-04-04,"Wetumpka, AL",United States,Non-Fatal,Substantial,Airplane,N9172Q,Beech,v35b,No,1,Reciprocating,091,Personal,0,0,1,0,VMC,25-09-2020,1,0,0.0,False,Beech/v35b,False
20150406X95205,Accident,WPR15LA141,2015-04-04,"Santa Maria, CA",United States,Non-Fatal,Substantial,Airplane,N5469T,Piper,pa 28r-200,No,1,Reciprocating,091,Personal,0,2,0,1,VMC,25-09-2020,3,2,0.6666666666666666,False,Piper/pa 28r-200,False
20150416X52908,Accident,WPR15LA148,2015-04-04,"Honolulu, HI",United States,Non-Fatal,Substantial,Airplane,N245RB,Cessna,206h,No,1,Reciprocating,091,Positioning,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Cessna/206h,False
20150420X91520,Incident,CEN15IA200,2015-04-04,"Brickeys, AR",United States,Non-Fatal,Minor,Airplane,N623LA,Air Tractor Inc,at 402a,No,1,Turbo Prop,137,Aerial Application,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Air Tractor Inc/at 402a,False
20150514X40058,Accident,GAA15CA070,2015-04-04,"Cornelia, GA",United States,Non-Fatal,Substantial,Airplane,N7153Z,Piper,pa 18-150,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa 18-150,False
20150407X51700,Accident,GAA15CA036,2015-04-05,"Drexel, MO",United States,Non-Fatal,Substantial,Airplane,N3768A,Piper,pa 22-135,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa 22-135,False
20150406X81603,Accident,ERA15LA177,2015-04-06,"Allentown, PA",United States,Non-Fatal,Substantial,Airplane,N4826H,Mooney,m20j,No,1,Reciprocating,091,Personal,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Mooney/m20j,False
20150407X21728,Accident,GAA15CA035,2015-04-06,"FARMINGDALE, NJ",United States,Non-Fatal,Substantial,Airplane,N179BA,Cessna,152,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/152,False
20150407X25105,Accident,GAA15CA034,2015-04-07,"Portland, TN",United States,Non-Fatal,Substantial,Airplane,N3586Y,Cessna,182f,No,1,Reciprocating,091,Personal,0,1,0,0,VMC,25-09-2020,1,1,1.0,False,Cessna/182f,False
20150407X70528,Accident,CEN15FA190,2015-04-07,"Bloomington, IL",United States,Fatal,Substantial,Airplane,N789UP,Cessna,414a,No,2,Reciprocating,091,Personal,7,0,0,0,IMC,25-09-2020,7,7,1.0,False,Cessna/414a,False
20150422X94017,Accident,CEN15LA207,2015-04-07,"Jennings, LA",United States,Non-Fatal,Substantial,Airplane,N30981,Cessna,177b,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Cessna/177b,False
20150411X00127,Accident,WPR15FA143,2015-04-10,"Challis, ID",United States,Fatal,Substantial,Airplane,N732YQ,Cessna,t210m,No,1,Reciprocating,091,Personal,4,0,0,0,VMC,25-09-2020,4,4,1.0,False,Cessna/t210m,False
20150414X14522,Incident,ENG15IA017,2015-04-10,"Victorville, CA",United States,Non-Fatal,Minor,Airplane,N624RH,Boeing,707 338c,No,1,Turbo Fan,091,Positioning,0,0,0,5,VMC,25-09-2020,5,0,0.0,False,Boeing/707 338c,False
20150413X45158,Accident,CEN15CA196,2015-04-11,"Cambridge, OH",United States,Non-Fatal,Substantial,Airplane,N85664,Aeronca,7ac,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Aeronca/7ac,False
20150413X92719,Accident,ERA15LA183,2015-04-11,"Spring City, TN",United States,Non-Fatal,Substantial,Airplane,N82658,Aeronca,7ac,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Aeronca/7ac,False
20150421X00048,Accident,ERA15WA193,2015-04-11,"Assuncao do Piaui, Brazil",Brazil,Fatal,Destroyed,Airplane,PR-APG,Cessna,210l,No,1,Missing/Unknown,NUSN,Missing/Unknown,1,0,0,0,UNK,25-09-2020,1,1,1.0,True,Cessna/210l,False
20150412X71847,Accident,ERA15FA181,2015-04-12,"Fort Lauderdale, FL",United States,Fatal,Destroyed,Airplane,N119RL,Piper,pa-31t1,No,2,Turbo Prop,091,Personal,4,0,0,0,VMC,25-09-2020,4,4,1.0,True,Piper/pa-31t1,False
20150413X92126,Accident,ERA15WA182,2015-04-12,"Santander, Colombia",Colombia,Fatal,Substantial,Airplane,HK5064G,Cessna,172s,No,1,Missing/Unknown,NUSN,Instructional,3,0,0,0,VMC,25-09-2020,3,3,1.0,False,Cessna/172s,False
20150416X33824,Incident,OPS15IA017,2015-04-12,"Miami, FL",United States,,Missing/Unknown,Airplane,N342UP,Boeing,767 34af,No,2,Turbo Fan,121,Missing/Unknown,0,0,0,0,VMC,25-09-2020,0,0,0.0,False,Boeing/767 34af,False
20150412X21537,Accident,ANC15LA020,2015-04-13,"Bettles, AK",United States,Non-Fatal,Substantial,Airplane,N4697C,Cessna,170b,No,1,Reciprocating,091,Personal,0,0,0,3,VMC,25-09-2020,3,0,0.0,False,Cessna/170b,False
20150416X23053,Accident,DCA15WA107,2015-04-13,"Khajuraho, India",India,,Substantial,Airplane,VT-JGA,Boeing,737 - 804,No,1,Missing/Unknown,,Missing/Unknown,0,0,0,0,VMC,25-09-2020,0,0,0.0,False,Boeing/737 - 804,False
20150414X13623,Accident,WPR15LA146,2015-04-14,"Hilo, HI",United States,Non-Fatal,Substantial,Airplane,N12842,Cessna,172m,No,1,Reciprocating,091,Instructional,0,0,3,0,VMC,25-09-2020,3,0,0.0,False,Cessna/172m,False
20150415X25713,Accident,ANC15FA021,2015-04-14,"Whittier, AK",United States,Fatal,Substantial,Airplane,N9247C,Cessna,180,No,1,Reciprocating,091,Personal,1,0,0,0,IMC,25-09-2020,1,1,1.0,False,Cessna/180,False
20150505X03851,Accident,CEN15LA219,2015-04-14,"Evart, MI",United States,Non-Fatal,Substantial,Airplane,N850WM,Socata,tbm700,No,1,Turbo Prop,091,Instructional,0,0,0,2,VMC,25-09-2020,2,0,0.0,False,Socata/tbm700,False
20150416X44654,Accident,ERA15LA187,2015-04-15,"Lancaster, NY",United States,Non-Fatal,Substantial,Airplane,N7598R,Piper,pa-28-140,No,1,Reciprocating,091,Personal,0,0,0,1,VMC,25-09-2020,1,0,0.0,False,Piper/pa-28-140,False
